Genres,Year,Count
"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",1995-05-12,4
"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",1995-12-01,2
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",1994-09-16,9
"[{'id': 99, 'name': 'Documentary'}]",1994-09-12,91
"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",1994-09-02,299
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1995-01-06,17
"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",1994-12-16,90
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",1995-02-17,97
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1995-02-24,25
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1994-12-24,112
"[{'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]",1994-11-11,1558
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1995-03-31,10
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1995-02-03,10
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",1994-11-22,381
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1995-02-17,124
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",1995-08-11,40
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1995-04-21,83
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1977-05-25,6778
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1994-12-21,222
"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",1995-05-10,207
"[{'id': 18, 'name': 'Drama'}]",1994-02-18,14
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1994-02-16,22
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1992-04-16,70
"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",1994-12-16,636
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1995-03-24,164
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",1994-10-27,31
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1994-06-08,9
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1994-10-21,11
"[{'id': 18, 'name': 'Drama'}]",1995-03-17,28
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",1994-12-28,67
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",1994-11-04,272
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1995-03-03,40
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1994-12-21,37
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1994-08-31,49
"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",1994-11-18,199
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1995-01-27,7
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1995-05-03,11
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1995-01-20,140
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",1994-12-23,56
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1994-12-23,128
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1995-04-19,7
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1993-08-14,0
"[{'id': 27, 'name': 'Horror'}]",1994-04-22,4
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1995-09-26,10
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1995-03-03,4
"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",1994-08-25,927
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1994-09-17,92
"[{'id': 18, 'name': 'Drama'}]",1994-09-02,106
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",1996-01-16,32
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1995-03-10,522
"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1994-09-14,4293
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1995-05-12,9
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1995-04-28,2
"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",1994-09-10,8670
"[{'id': 18, 'name': 'Drama'}]",1995-11-10,6
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1992-02-01,9
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1994-01-01,32
"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",1994-09-16,262
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",1995-05-05,5
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",1994-05-13,67
"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",1995-02-09,431
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",1995-03-01,7
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",1994-12-23,33
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",1994-05-27,246
"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 9648, 'name': 'Mystery'}]",1993-01-10,311
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",1994-01-26,218
"[{'id': 18, 'name': 'Drama'}]",1994-10-14,2
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10770, 'name': 'TV Movie'}]",1995-01-01,15
"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",1995-10-03,3
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1995-04-12,6
"[{'id': 16, 'name': 'Animation'}]",1994-11-18,251
"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",1994-01-01,15
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1994-10-07,317
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",1994-10-27,942
"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1994-11-10,501
"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",1994-09-23,8358
"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",1994-12-22,247
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1993-09-14,7
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1993-01-01,16
"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",1994-09-10,104
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1994-07-12,21
"[{'id': 35, 'name': 'Comedy'}]",1995-09-08,23
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",1994-06-30,62
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",1995-03-31,140
"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",1995-01-13,96
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",1994-11-17,461
"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",1995-05-24,33
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1994-04-15,8
"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",1995-04-28,165
"[{'id': 35, 'name': 'Comedy'}]",1995-03-31,321
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1994-09-13,15
"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",1995-04-28,15
"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",1995-02-24,4
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",1993-12-17,943
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1995-08-04,163
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1995-04-21,340
"[{'id': 18, 'name': 'Drama'}]",1994-11-04,39
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1994-09-07,2
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1994-09-29,104
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",1995-08-18,23
"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}]",1994-02-04,1684
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",1994-05-31,174
"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",1994-04-01,37
"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1992-09-02,115
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",1994-10-14,130
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1994-08-03,390
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",1994-07-20,287
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",1994-08-12,83
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1994-05-13,31
"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1994-05-11,980
"[{'id': 18, 'name': 'Drama'}]",1994-12-02,29
"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1994-05-26,559
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1994-07-06,8147
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1994-03-09,654
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",1995-01-11,49
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1994-10-14,4
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1994-06-29,41
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1994-07-29,154
"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",1994-12-23,107
"[{'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}]",1993-09-11,5
"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}]",1994-06-23,5520
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",1993-12-01,76
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 14, 'name': 'Fantasy'}]",1994-10-13,297
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}]",1994-07-29,2550
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",1994-05-20,490
"[{'id': 18, 'name': 'Drama'}]",1994-09-07,20
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1994-03-18,535
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1994-03-18,40
"[{'id': 18, 'name': 'Drama'}]",1994-02-18,180
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1993-07-08,71
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1994-12-19,426
"[{'id': 18, 'name': 'Drama'}]",1994-12-01,7
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",1994-09-30,214
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",1994-06-09,1814
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1994-12-16,24
"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",1994-09-15,288
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1994-07-14,1138
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1994-04-29,71
"[{'id': 14, 'name': 'Fantasy'}]",1994-06-17,221
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",1994-06-24,203
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",1995-01-20,12
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1994-12-22,2
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1994-09-15,22
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1994-11-23,31
"[{'id': 18, 'name': 'Drama'}]",1994-09-30,1
"[{'id': 18, 'name': 'Drama'}]",1994-01-01,9
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",1965-08-06,59
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1994-09-28,9
"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",1993-12-10,8
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",1994-12-22,330
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",1995-09-15,13
[],1997-12-31,0
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1995-05-13,6
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",1995-01-20,7
"[{'id': 99, 'name': 'Documentary'}]",1995-10-20,4
"[{'id': 10749, 'name': 'Romance'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1995-10-24,1
"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",1995-05-03,0
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1995-11-21,1
"[{'id': 35, 'name': 'Comedy'}]",1996-05-03,0
[],1995-05-26,1
"[{'id': 99, 'name': 'Documentary'}]",1995-03-01,1
"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",1994-11-29,110
[],1995-02-24,2
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1994-12-12,307
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1994-02-25,22
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1994-03-23,40
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",1993-11-19,537
"[{'id': 35, 'name': 'Comedy'}]",1994-04-27,4
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1993-09-17,172
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10402, 'name': 'Music'}]",1994-08-05,222
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1994-01-07,42
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",1993-07-22,58
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",1994-04-22,61
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1994-07-29,20
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",1994-05-06,15
"[{'id': 35, 'name': 'Comedy'}]",1993-10-15,86
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1994-05-24,445
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",1994-07-29,68
"[{'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1994-01-26,45
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1994-07-01,126
"[{'id': 18, 'name': 'Drama'}]",1994-02-18,41
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1994-09-16,28
"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1993-06-09,102
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1993-06-18,59
"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",1993-09-14,447
"[{'id': 35, 'name': 'Comedy'}]",1994-01-07,28
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",1993-09-03,10
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1993-11-10,805
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",1994-06-10,103
"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",1994-05-06,25
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",1993-05-28,600
"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",1993-07-23,228
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",1994-08-19,117
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1994-04-15,36
"[{'id': 37, 'name': 'Western'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",1994-06-03,38
"[{'id': 18, 'name': 'Drama'}]",1993-11-19,9
"[{'id': 35, 'name': 'Comedy'}]",1993-05-07,205
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1993-09-24,588
"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1993-10-08,1018
"[{'id': 99, 'name': 'Documentary'}]",1994-06-03,12
"[{'id': 37, 'name': 'Western'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1994-05-13,29
"[{'id': 35, 'name': 'Comedy'}]",1993-10-29,37
"[{'id': 18, 'name': 'Drama'}]",1993-09-16,98
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1994-04-29,6
"[{'id': 18, 'name': 'Drama'}]",1993-10-15,80
"[{'id': 35, 'name': 'Comedy'}]",1994-10-28,11
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1994-04-29,54
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",1993-11-05,22
"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",1994-05-13,3
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1993-10-01,77
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1993-06-30,513
"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",1993-07-16,429
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1994-08-24,56
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",1993-08-06,1240
"[{'id': 36, 'name': 'History'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",1993-12-10,44
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1994-02-11,81
"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1994-06-17,43
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1994-06-10,5
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1994-07-14,11
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1993-06-04,21
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",1993-08-20,237
"[{'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",1993-12-24,51
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]",1993-05-21,463
"[{'id': 35, 'name': 'Comedy'}]",1995-12-08,12
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1995-05-12,83
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",1993-10-19,135
"[{'id': 35, 'name': 'Comedy'}]",1994-01-01,11
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1994-03-11,280
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1994-02-04,18
"[{'id': 35, 'name': 'Comedy'}]",1994-08-12,54
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",1993-07-08,392
